"","Store","Date","Week_Sales","IsHoliday","Type","Size","mdayl","ydayl","ddayl"
"155",2,2012-09-07,1898777.07,"TRUE","A",202307,9,2012,7
"156",2,2012-09-14,1814806.63,"FALSE","A",202307,9,2012,14
"157",2,2010-12-24,3436007.68,"FALSE","A",202307,12,2010,24
"158",2,2012-04-20,1847344.45,"FALSE","A",202307,4,2012,20
"159",2,2012-10-26,1834458.35,"FALSE","A",202307,10,2012,26
"160",2,2012-07-20,1819666.46,"FALSE","A",202307,7,2012,20
"161",2,2012-10-12,1900745.13,"FALSE","A",202307,10,2012,12
"162",2,2012-02-03,1935299.94,"FALSE","A",202307,2,2012,3
"163",2,2011-10-21,1834680.25,"FALSE","A",202307,10,2011,21
"164",2,2010-04-09,1954689.21,"FALSE","A",202307,4,2010,9
"165",2,2011-12-09,2290549.32,"FALSE","A",202307,12,2011,9
"166",2,2012-08-17,1928016.01,"FALSE","A",202307,8,2012,17
"167",2,2012-02-10,2103322.68,"TRUE","A",202307,2,2012,10
"168",2,2010-02-12,2137809.5,"TRUE","A",202307,2,2010,12
"169",2,2012-10-05,1998321.04,"FALSE","A",202307,10,2012,5
"170",2,2012-01-27,1660906.14,"FALSE","A",202307,1,2012,27
"171",2,2012-03-09,1937628.26,"FALSE","A",202307,3,2012,9
"172",2,2011-04-29,1745545.28,"FALSE","A",202307,4,2011,29
"173",2,2011-12-02,1954952,"FALSE","A",202307,12,2011,2
"174",2,2012-08-31,1947083.3,"FALSE","A",202307,8,2012,31
"175",2,2012-04-27,1764133.09,"FALSE","A",202307,4,2012,27
"176",2,2010-12-31,1750434.55,"TRUE","A",202307,12,2010,31
"177",2,2012-04-06,2129035.91,"FALSE","A",202307,4,2012,6
"178",2,2012-07-06,2041507.4,"FALSE","A",202307,7,2012,6
"179",2,2012-03-02,1952555.66,"FALSE","A",202307,3,2012,2
"180",2,2011-06-24,1790925.8,"FALSE","A",202307,6,2011,24
"181",2,2011-01-07,1758050.79,"FALSE","A",202307,1,2011,7
"182",2,2012-07-13,1830075.13,"FALSE","A",202307,7,2012,13
"183",2,2012-01-06,1799520.14,"FALSE","A",202307,1,2012,6
"184",2,2011-05-20,1688281.86,"FALSE","A",202307,5,2011,20
"185",2,2011-11-25,2614202.3,"TRUE","A",202307,11,2011,25
"186",2,2012-06-01,1910092.37,"FALSE","A",202307,6,2012,1
"187",2,2011-11-11,1920725.15,"FALSE","A",202307,11,2011,11
"188",2,2012-01-13,1744725.48,"FALSE","A",202307,1,2012,13
"189",2,2011-05-27,1797732.56,"FALSE","A",202307,5,2011,27
"190",2,2010-12-10,2378726.55,"FALSE","A",202307,12,2010,10
"191",2,2010-09-24,1724557.22,"FALSE","A",202307,9,2010,24
"192",2,2012-09-28,1746470.56,"FALSE","A",202307,9,2012,28
"193",2,2011-11-18,1902762.5,"FALSE","A",202307,11,2011,18
"194",2,2011-10-07,1837553.43,"FALSE","A",202307,10,2011,7
"195",2,2010-07-30,1804246.16,"FALSE","A",202307,7,2010,30
"196",2,2012-08-03,1946104.64,"FALSE","A",202307,8,2012,3
"197",2,2012-08-24,1876788.15,"FALSE","A",202307,8,2012,24
"198",2,2012-06-22,1887733.21,"FALSE","A",202307,6,2012,22
"199",2,2011-10-14,1743882.19,"FALSE","A",202307,10,2011,14
"200",2,2012-08-10,1866719.96,"FALSE","A",202307,8,2012,10
"201",2,2012-06-08,2010216.49,"FALSE","A",202307,6,2012,8
"202",2,2011-06-17,1953771.99,"FALSE","A",202307,6,2011,17
"203",2,2012-03-16,1976082.13,"FALSE","A",202307,3,2012,16
"204",2,2010-07-16,1845879.79,"FALSE","A",202307,7,2010,16
"205",2,2011-08-26,1821139.91,"FALSE","A",202307,8,2011,26
"206",2,2012-04-13,1935869.1,"FALSE","A",202307,4,2012,13
"207",2,2011-04-22,1886339.6,"FALSE","A",202307,4,2011,22
"208",2,2010-12-17,2609166.75,"FALSE","A",202307,12,2010,17
"209",2,2010-04-16,1874957.94,"FALSE","A",202307,4,2010,16
"210",2,2011-09-02,1809119.7,"FALSE","A",202307,9,2011,2
"211",2,2011-11-04,1959707.9,"FALSE","A",202307,11,2011,4
"212",2,2010-07-09,1880902.62,"FALSE","A",202307,7,2010,9
"213",2,2010-02-19,2124451.54,"FALSE","A",202307,2,2010,19
"214",2,2012-06-29,1881046.12,"FALSE","A",202307,6,2012,29
"215",2,2011-09-09,1748000.65,"TRUE","A",202307,9,2011,9
"216",2,2011-07-29,1680693.06,"FALSE","A",202307,7,2011,29
"217",2,2011-08-19,1844094.59,"FALSE","A",202307,8,2011,19
"218",2,2011-03-11,1879107.31,"FALSE","A",202307,3,2011,11
"219",2,2011-10-28,1769296.25,"FALSE","A",202307,10,2011,28
"220",2,2012-01-20,1711769.11,"FALSE","A",202307,1,2012,20
"221",2,2010-07-02,2003940.64,"FALSE","A",202307,7,2010,2
"222",2,2010-07-23,1781717.71,"FALSE","A",202307,7,2010,23
"223",2,2011-03-18,1902557.66,"FALSE","A",202307,3,2011,18
"224",2,2011-07-22,1743816.41,"FALSE","A",202307,7,2011,22
"225",2,2011-08-12,1812768.26,"FALSE","A",202307,8,2011,12
"226",2,2011-06-10,1929153.16,"FALSE","A",202307,6,2011,10
"227",2,2011-05-06,1837743.6,"FALSE","A",202307,5,2011,6
"228",2,2011-03-25,1766162.05,"FALSE","A",202307,3,2011,25
"229",2,2012-02-24,1861802.7,"FALSE","A",202307,2,2012,24
"230",2,2010-06-25,1939927.09,"FALSE","A",202307,6,2010,25
"231",2,2011-09-30,1650394.44,"FALSE","A",202307,9,2011,30
"232",2,2011-05-13,1838513.07,"FALSE","A",202307,5,2011,13
"233",2,2012-06-15,1962924.3,"FALSE","A",202307,6,2012,15
"234",2,2011-06-03,1933756.21,"FALSE","A",202307,6,2011,3
"235",2,2010-06-11,2025538.76,"FALSE","A",202307,6,2010,11
"236",2,2010-10-01,1827440.43,"FALSE","A",202307,10,2010,1
"237",2,2012-02-17,2196688.46,"FALSE","A",202307,2,2012,17
"238",2,2010-06-18,2001636.96,"FALSE","A",202307,6,2010,18
"239",2,2011-09-23,1669299.78,"FALSE","A",202307,9,2011,23
"240",2,2010-08-06,1991909.98,"FALSE","A",202307,8,2010,6
"241",2,2010-10-08,1849921.44,"FALSE","A",202307,10,2010,8
"242",2,2010-10-29,1802755.11,"FALSE","A",202307,10,2010,29
"243",2,2010-09-17,1793903.6,"FALSE","A",202307,9,2010,17
"244",2,2011-04-15,1856467.84,"FALSE","A",202307,4,2011,15
"245",2,2010-08-13,1895601.05,"FALSE","A",202307,8,2010,13
"246",2,2011-02-18,2080884.82,"FALSE","A",202307,2,2011,18
"247",2,2011-12-30,1874226.52,"TRUE","A",202307,12,2011,30
"248",2,2011-08-05,1876704.26,"FALSE","A",202307,8,2011,5
"249",2,2010-11-26,2658725.29,"TRUE","A",202307,11,2010,26
"250",2,2011-07-01,1866243,"FALSE","A",202307,7,2011,1
"251",2,2010-09-10,1839128.83,"TRUE","A",202307,9,2010,10
"252",2,2011-04-08,1847552.61,"FALSE","A",202307,4,2011,8
"253",2,2010-11-12,1916812.74,"FALSE","A",202307,11,2010,12
"254",2,2010-04-23,1821990.93,"FALSE","A",202307,4,2010,23
"255",2,2010-05-14,1880752.36,"FALSE","A",202307,5,2010,14
"256",2,2011-12-23,3224369.8,"FALSE","A",202307,12,2011,23
"257",2,2011-03-04,1981607.78,"FALSE","A",202307,3,2011,4
"258",2,2010-02-26,1865097.27,"FALSE","A",202307,2,2010,26
"259",2,2010-09-03,1904608.09,"FALSE","A",202307,9,2010,3
"260",2,2011-09-16,1691439.52,"FALSE","A",202307,9,2011,16
"261",2,2010-11-05,1939061.41,"FALSE","A",202307,11,2010,5
"262",2,2011-07-15,1785187.29,"FALSE","A",202307,7,2011,15
"263",2,2011-01-14,1744193.58,"FALSE","A",202307,1,2011,14
"264",2,2011-02-04,1929346.23,"FALSE","A",202307,2,2011,4
"265",2,2011-02-25,1833511.08,"FALSE","A",202307,2,2011,25
"266",2,2010-05-28,1957113.89,"FALSE","A",202307,5,2010,28
"267",2,2010-12-03,2015781.27,"FALSE","A",202307,12,2010,3
"268",2,2010-03-19,1946070.88,"FALSE","A",202307,3,2010,19
"269",2,2011-07-08,1853161.99,"FALSE","A",202307,7,2011,8
"270",2,2011-02-11,2168041.61,"TRUE","A",202307,2,2011,11
"271",2,2010-11-19,1956739.17,"FALSE","A",202307,11,2010,19
"272",2,2010-06-04,2102539.93,"FALSE","A",202307,6,2010,4
"273",2,2011-04-01,1800171.36,"FALSE","A",202307,4,2011,1
"274",2,2010-05-21,1896937.1,"FALSE","A",202307,5,2010,21
"275",2,2011-01-28,1695371.68,"FALSE","A",202307,1,2011,28
"276",2,2010-03-12,1990483.78,"FALSE","A",202307,3,2010,12
"277",2,2010-08-20,1964335.23,"FALSE","A",202307,8,2010,20
"278",2,2010-05-07,2042581.71,"FALSE","A",202307,5,2010,7
"279",2,2010-10-22,1737947.64,"FALSE","A",202307,10,2010,22
"280",2,2010-04-02,2066187.72,"FALSE","A",202307,4,2010,2
"281",2,2011-01-21,1751384.9,"FALSE","A",202307,1,2011,21
"282",2,2010-08-27,1863840.49,"FALSE","A",202307,8,2010,27
"283",2,2010-10-15,1794355.49,"FALSE","A",202307,10,2010,15
"284",2,2010-03-26,1750197.81,"FALSE","A",202307,3,2010,26
"285",2,2010-03-05,1991013.13,"FALSE","A",202307,3,2010,5
"286",2,2010-04-30,1802450.29,"FALSE","A",202307,4,2010,30
"287",3,2012-07-20,432424.85,"FALSE","B",37392,7,2012,20
"288",3,2012-04-13,420789.74,"FALSE","B",37392,4,2012,13
"289",3,2012-04-20,434822.13,"FALSE","B",37392,4,2012,20
"290",3,2010-11-12,386635.03,"FALSE","B",37392,11,2010,12
"291",3,2010-12-10,467642.03,"FALSE","B",37392,12,2010,10
"292",3,2012-09-07,408229.73,"TRUE","B",37392,9,2012,7
"293",3,2011-10-28,389540.62,"FALSE","B",37392,10,2011,28
"294",3,2012-09-14,407589.16,"FALSE","B",37392,9,2012,14
"295",3,2012-07-27,389427.9,"FALSE","B",37392,7,2012,27
"296",3,2010-12-24,605990.41,"FALSE","B",37392,12,2010,24
"297",3,2011-02-25,397211.19,"FALSE","B",37392,2,2011,25
"298",3,2010-12-31,382677.76,"TRUE","B",37392,12,2010,31
"299",3,2012-08-31,408838.73,"FALSE","B",37392,8,2012,31
"300",3,2012-03-23,413907.25,"FALSE","B",37392,3,2012,23
"301",3,2010-11-05,423175.56,"FALSE","B",37392,11,2010,5
"302",3,2012-01-20,365818.61,"FALSE","B",37392,1,2012,20
"303",3,2012-07-13,416913.1,"FALSE","B",37392,7,2012,13
"304",3,2012-03-30,407488.84,"FALSE","B",37392,3,2012,30
"305",3,2010-07-09,349214.18,"FALSE","B",37392,7,2010,9
"306",3,2011-09-23,365248.94,"FALSE","B",37392,9,2011,23
"307",3,2011-03-18,392109.51,"FALSE","B",37392,3,2011,18
"308",3,2012-03-16,411775.8,"FALSE","B",37392,3,2012,16
"309",3,2012-04-06,503232.13,"FALSE","B",37392,4,2012,6
"310",3,2010-07-16,352728.78,"FALSE","B",37392,7,2010,16
"311",3,2011-09-30,368477.93,"FALSE","B",37392,9,2011,30
"312",3,2011-03-25,380683.67,"FALSE","B",37392,3,2011,25
"313",3,2012-03-02,469752.56,"FALSE","B",37392,3,2012,2
"314",3,2012-07-06,411206.5,"FALSE","B",37392,7,2012,6
"315",3,2012-02-10,473292.47,"TRUE","B",37392,2,2012,10
"316",3,2010-07-23,352864.49,"FALSE","B",37392,7,2010,23
"317",3,2012-03-09,445162.05,"FALSE","B",37392,3,2012,9
"318",3,2012-08-24,412449.67,"FALSE","B",37392,8,2012,24
"319",3,2012-06-22,419497.95,"FALSE","B",37392,6,2012,22
"320",3,2011-10-14,368282.57,"FALSE","B",37392,10,2011,14
"321",3,2011-04-08,384075.31,"FALSE","B",37392,4,2011,8
"322",3,2011-10-21,394976.36,"FALSE","B",37392,10,2011,21
"323",3,2011-06-17,403423.34,"FALSE","B",37392,6,2011,17
"324",3,2011-08-19,379716.91,"FALSE","B",37392,8,2011,19
"325",3,2011-02-11,430526.21,"TRUE","B",37392,2,2011,11
"326",3,2012-04-27,394616.11,"FALSE","B",37392,4,2012,27
"327",3,2011-09-16,375629.51,"FALSE","B",37392,9,2011,16
"328",3,2011-02-18,432782.1,"FALSE","B",37392,2,2011,18
"329",3,2011-06-24,385520.71,"FALSE","B",37392,6,2011,24
"330",3,2010-12-17,498159.39,"FALSE","B",37392,12,2010,17
"331",3,2012-01-06,398178.21,"FALSE","B",37392,1,2012,6
"332",3,2011-09-02,375988.69,"FALSE","B",37392,9,2011,2
"333",3,2011-04-29,367405.4,"FALSE","B",37392,4,2011,29
"334",3,2011-11-04,459443.22,"FALSE","B",37392,11,2011,4
"335",3,2010-10-29,348591.74,"FALSE","B",37392,10,2010,29
"336",3,2012-01-13,367438.62,"FALSE","B",37392,1,2012,13
"337",3,2011-09-09,377347.49,"TRUE","B",37392,9,2011,9
"338",3,2011-03-04,437084.51,"FALSE","B",37392,3,2011,4
"339",3,2012-09-21,414392.09,"FALSE","B",37392,9,2012,21
"340",3,2012-08-17,394918.83,"FALSE","B",37392,8,2012,17
"341",3,2011-05-13,386312.68,"FALSE","B",37392,5,2011,13
"342",3,2011-03-11,404753.3,"FALSE","B",37392,3,2011,11
"343",3,2011-01-07,378241.34,"FALSE","B",37392,1,2011,7
"344",3,2012-08-03,419990.29,"FALSE","B",37392,8,2012,3
"345",3,2012-01-27,349518.1,"FALSE","B",37392,1,2012,27
"346",3,2011-05-20,364603.13,"FALSE","B",37392,5,2011,20
"347",3,2010-05-07,399323.86,"FALSE","B",37392,5,2010,7
"348",3,2012-08-10,391811.6,"FALSE","B",37392,8,2012,10
"349",3,2011-05-06,413042.12,"FALSE","B",37392,5,2011,6
"350",3,2012-02-03,424960.66,"FALSE","B",37392,2,2012,3
"351",3,2010-11-19,372545.32,"FALSE","B",37392,11,2010,19
"352",3,2010-05-14,384357.94,"FALSE","B",37392,5,2010,14
"353",3,2011-08-26,366367.55,"FALSE","B",37392,8,2011,26
"354",3,2012-06-15,442074.79,"FALSE","B",37392,6,2012,15
"355",3,2011-10-07,403342.4,"FALSE","B",37392,10,2011,7
"356",3,2011-04-01,374556.08,"FALSE","B",37392,4,2011,1
"357",3,2010-05-21,343763.17,"FALSE","B",37392,5,2010,21
"358",3,2012-02-17,475591.08,"FALSE","B",37392,2,2012,17
"359",3,2011-08-12,380376.85,"FALSE","B",37392,8,2011,12
"360",3,2011-06-10,391638.75,"FALSE","B",37392,6,2011,10
"361",3,2010-12-03,476420.77,"FALSE","B",37392,12,2010,3
"362",3,2012-06-08,446336.8,"FALSE","B",37392,6,2012,8
"363",3,2012-06-29,422965.33,"FALSE","B",37392,6,2012,29
"364",3,2011-04-15,366250.69,"FALSE","B",37392,4,2011,15
"365",3,2010-10-08,395107.35,"FALSE","B",37392,10,2010,8
"366",3,2010-04-02,423294.4,"FALSE","B",37392,4,2010,2
"367",3,2010-02-05,461622.22,"FALSE","B",37392,2,2010,5
"368",3,2011-04-22,391860.04,"FALSE","B",37392,4,2011,22
"369",3,2010-10-15,345584.39,"FALSE","B",37392,10,2010,15
"370",3,2010-06-11,355017.09,"FALSE","B",37392,6,2010,11
"371",3,2012-05-04,439913.57,"FALSE","B",37392,5,2012,4
"372",3,2011-07-01,368962.72,"FALSE","B",37392,7,2011,1
"373",3,2010-06-18,364076.85,"FALSE","B",37392,6,2010,18
"374",3,2010-10-22,348895.98,"FALSE","B",37392,10,2010,22
"375",3,2010-09-10,352260.97,"TRUE","B",37392,9,2010,10
"376",3,2012-05-11,431985.36,"FALSE","B",37392,5,2012,11
"377",3,2010-04-23,339976.65,"FALSE","B",37392,4,2010,23
"378",3,2010-06-25,357346.48,"FALSE","B",37392,6,2010,25
"379",3,2011-11-11,407764.25,"FALSE","B",37392,11,2011,11
"380",3,2012-05-18,418112.76,"FALSE","B",37392,5,2012,18
"381",3,2010-02-26,407204.86,"FALSE","B",37392,2,2010,26
"382",3,2010-04-30,361248.39,"FALSE","B",37392,4,2010,30
"383",3,2010-07-02,381151.72,"FALSE","B",37392,7,2010,2
"384",3,2012-09-28,389813.02,"FALSE","B",37392,9,2012,28
"385",3,2012-05-25,413701.29,"FALSE","B",37392,5,2012,25
"386",3,2011-07-22,360617.37,"FALSE","B",37392,7,2011,22
"387",3,2011-01-14,381061.1,"FALSE","B",37392,1,2011,14
"388",3,2010-03-26,359949.27,"FALSE","B",37392,3,2010,26
"389",3,2012-10-05,443557.65,"FALSE","B",37392,10,2012,5
