Year,timeDiff,Date,Temperature,Fuel_Price,Unemployment,IsHoliday,Weekly_Sales
3,207,727,79.84422222,3.5784,7.237333333,0,15034.82952
3,214,803,80.33644444,3.565266667,7.237333333,0,16004.68472
3,221,810,81.58022222,3.632911111,7.237333333,0,16030.92697
3,228,817,79.43222222,3.720511111,7.237333333,0,16025.19528
3,235,824,74.59288889,3.759644444,7.237333333,0,16029.50122
3,242,831,77.79355556,3.769066667,7.237333333,0,15921.55281
3,249,907,78.03866667,3.842555556,7.237333333,1,16294.69296
3,256,914,70.23822222,3.852044444,7.237333333,0,14905.97865
3,263,921,67.92488889,3.907911111,7.237333333,0,14989.70838
3,270,928,68.75444444,3.854577778,7.237333333,0,14765.32728
3,277,1005,65.97311111,3.845222222,6.953711111,0,15983.41375
3,284,1012,58.34266667,3.896733333,6.953711111,0,15427.59674
3,291,1019,60.70533333,3.88,6.953711111,0,15295.7324
3,298,1026,61.05111111,3.791488889,6.953711111,0,15391.72568
