,Store,Date,Year,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Week_Sales,Type,Size,timeDiff
43,1,11/26/2010,2010,64.52,2.735,211.7484333,7.838,TRUE,1955624.11,A,151315,329
44,1,12/3/2010,2010,49.27,2.708,211.607193,7.838,FALSE,1548033.78,A,151315,336
45,1,12/10/2010,2010,46.33,2.843,211.4659526,7.838,FALSE,1682614.26,A,151315,343
46,1,12/17/2010,2010,49.84,2.869,211.4053124,7.838,FALSE,1891034.93,A,151315,350
47,1,12/24/2010,2010,52.33,2.886,211.4051222,7.838,FALSE,2387950.2,A,151315,357
48,1,12/31/2010,2010,48.43,2.943,211.4049321,7.838,TRUE,1367320.01,A,151315,364
49,1,1/7/2011,2011,48.27,2.976,211.4047419,7.742,FALSE,1444732.28,A,151315,-330
50,1,1/14/2011,2011,35.4,2.983,211.4574109,7.742,FALSE,1391013.96,A,151315,-323
51,1,1/21/2011,2011,44.04,3.016,211.8272343,7.742,FALSE,1327405.42,A,151315,-316
52,1,1/28/2011,2011,43.83,3.01,212.1970577,7.742,FALSE,1316899.31,A,151315,-309
53,1,2/4/2011,2011,42.27,2.989,212.5668812,7.742,FALSE,1606629.58,A,151315,-302
54,1,2/11/2011,2011,36.39,3.022,212.9367046,7.742,TRUE,1649614.93,A,151315,-295
55,1,2/18/2011,2011,57.36,3.045,213.2478853,7.742,FALSE,1686842.78,A,151315,-288
56,1,2/25/2011,2011,62.9,3.065,213.535609,7.742,FALSE,1456800.28,A,151315,-281
57,1,3/4/2011,2011,59.58,3.288,213.8233327,7.742,FALSE,1636263.41,A,151315,-274
58,1,3/11/2011,2011,53.56,3.459,214.1110564,7.742,FALSE,1553191.63,A,151315,-267
59,1,3/18/2011,2011,62.76,3.488,214.3627114,7.742,FALSE,1576818.06,A,151315,-260
60,1,3/25/2011,2011,69.97,3.473,214.5999389,7.742,FALSE,1541102.38,A,151315,-253
61,1,4/1/2011,2011,59.17,3.524,214.8371664,7.682,FALSE,1495064.75,A,151315,-246
62,1,4/8/2011,2011,67.84,3.622,215.0743939,7.682,FALSE,1614259.35,A,151315,-239
63,1,4/15/2011,2011,71.27,3.743,215.2918561,7.682,FALSE,1559889,A,151315,-232
64,1,4/22/2011,2011,72.99,3.807,215.4599053,7.682,FALSE,1564819.81,A,151315,-225
65,1,4/29/2011,2011,72.03,3.81,215.6279544,7.682,FALSE,1455090.69,A,151315,-218
66,1,5/6/2011,2011,64.61,3.906,215.7960035,7.682,FALSE,1629391.28,A,151315,-211
67,1,5/13/2011,2011,75.64,3.899,215.9640526,7.682,FALSE,1604775.58,A,151315,-204
68,1,5/20/2011,2011,67.63,3.907,215.7339202,7.682,FALSE,1428218.27,A,151315,-197
69,1,5/27/2011,2011,77.72,3.786,215.5037878,7.682,FALSE,1466046.67,A,151315,-190
70,1,6/3/2011,2011,83,3.699,215.2736553,7.682,FALSE,1635078.41,A,151315,-183
71,1,6/10/2011,2011,83.13,3.648,215.0435229,7.682,FALSE,1588948.32,A,151315,-176
72,1,6/17/2011,2011,86.41,3.637,214.9980596,7.682,FALSE,1532114.86,A,151315,-169
73,1,6/24/2011,2011,83.58,3.594,215.0910982,7.682,FALSE,1438830.15,A,151315,-162
74,1,7/1/2011,2011,85.55,3.524,215.1841368,7.962,FALSE,1488538.09,A,151315,-155
75,1,7/8/2011,2011,85.83,3.48,215.2771754,7.962,FALSE,1534849.64,A,151315,-148
76,1,7/15/2011,2011,88.54,3.575,215.3611087,7.962,FALSE,1455119.97,A,151315,-141
77,1,7/22/2011,2011,85.77,3.651,215.4222784,7.962,FALSE,1396926.82,A,151315,-134
78,1,7/29/2011,2011,86.83,3.682,215.4834482,7.962,FALSE,1352219.79,A,151315,-127
79,1,8/5/2011,2011,91.65,3.684,215.544618,7.962,FALSE,1624383.75,A,151315,-120
80,1,8/12/2011,2011,90.76,3.638,215.6057878,7.962,FALSE,1525147.09,A,151315,-113
81,1,8/19/2011,2011,89.94,3.554,215.6693107,7.962,FALSE,1530761.43,A,151315,-106
82,1,8/26/2011,2011,87.96,3.523,215.7332258,7.962,FALSE,1464693.46,A,151315,-99
83,1,9/2/2011,2011,87.83,3.533,215.7971409,7.962,FALSE,1550229.22,A,151315,-92
84,1,9/9/2011,2011,76,3.546,215.861056,7.962,TRUE,1540471.24,A,151315,-85
85,1,9/16/2011,2011,79.94,3.526,216.0410526,7.962,FALSE,1514259.78,A,151315,-78
86,1,9/23/2011,2011,75.8,3.467,216.3758246,7.962,FALSE,1380020.27,A,151315,-71
87,1,9/30/2011,2011,79.69,3.355,216.7105965,7.962,FALSE,1394561.83,A,151315,-64
88,1,10/7/2011,2011,69.31,3.285,217.0453684,7.866,FALSE,1630989.95,A,151315,-57
89,1,10/14/2011,2011,71.74,3.274,217.3552733,7.866,FALSE,1493525.93,A,151315,-50
90,1,10/21/2011,2011,63.71,3.353,217.5159762,7.866,FALSE,1502562.78,A,151315,-43
91,1,10/28/2011,2011,66.57,3.372,217.6766791,7.866,FALSE,1445249.09,A,151315,-36
92,1,11/4/2011,2011,54.98,3.332,217.837382,7.866,FALSE,1697229.58,A,151315,-29
93,1,11/11/2011,2011,59.11,3.297,217.9980849,7.866,FALSE,1594938.89,A,151315,-22
94,1,11/18/2011,2011,62.25,3.308,218.2205088,7.866,FALSE,1539483.7,A,151315,-15
95,1,11/25/2011,2011,60.14,3.236,218.4676211,7.866,TRUE,2033320.66,A,151315,-8
96,1,12/2/2011,2011,48.91,3.172,218.7147333,7.866,FALSE,1584083.95,A,151315,-1
97,1,12/9/2011,2011,43.93,3.158,218.9618456,7.866,FALSE,1799682.38,A,151315,6
98,1,12/16/2011,2011,51.63,3.159,219.1794533,7.866,FALSE,1881176.67,A,151315,13
99,1,12/23/2011,2011,47.96,3.112,219.3577216,7.866,FALSE,2270188.99,A,151315,20
100,1,12/30/2011,2011,44.55,3.129,219.5359898,7.866,TRUE,1497462.72,A,151315,27
101,1,1/6/2012,2012,49.01,3.157,219.7142581,7.348,FALSE,1550369.92,A,151315,-695
102,1,1/13/2012,2012,48.53,3.261,219.8925263,7.348,FALSE,1459601.17,A,151315,-688
103,1,1/20/2012,2012,54.11,3.268,219.9856893,7.348,FALSE,1394393.84,A,151315,-681
104,1,1/27/2012,2012,54.26,3.29,220.0788523,7.348,FALSE,1319325.59,A,151315,-674
105,1,2/3/2012,2012,56.55,3.36,220.1720153,7.348,FALSE,1636339.65,A,151315,-667
106,1,2/10/2012,2012,48.02,3.409,220.2651783,7.348,TRUE,1802477.43,A,151315,-660
107,1,2/17/2012,2012,45.32,3.51,220.4257586,7.348,FALSE,1819870,A,151315,-653
108,1,2/24/2012,2012,57.25,3.555,220.636902,7.348,FALSE,1539387.83,A,151315,-646
109,1,3/2/2012,2012,60.96,3.63,220.8480454,7.348,FALSE,1688420.76,A,151315,-639
110,1,3/9/2012,2012,58.76,3.669,221.0591887,7.348,FALSE,1675431.16,A,151315,-632
111,1,3/16/2012,2012,64.74,3.734,221.2118132,7.348,FALSE,1677472.78,A,151315,-625
112,1,3/23/2012,2012,65.93,3.787,221.2864126,7.348,FALSE,1511068.07,A,151315,-618
113,1,3/30/2012,2012,67.61,3.845,221.3610119,7.348,FALSE,1649604.63,A,151315,-611
114,1,4/6/2012,2012,70.43,3.891,221.4356112,7.143,FALSE,1899676.88,A,151315,-604
115,1,4/13/2012,2012,69.07,3.891,221.5102105,7.143,FALSE,1621031.7,A,151315,-597
116,1,4/20/2012,2012,66.76,3.877,221.5640737,7.143,FALSE,1521577.87,A,151315,-590
117,1,4/27/2012,2012,67.23,3.814,221.6179368,7.143,FALSE,1468928.37,A,151315,-583
118,1,5/4/2012,2012,75.55,3.749,221.6718,7.143,FALSE,1684519.99,A,151315,-576
119,1,5/11/2012,2012,73.77,3.688,221.7256632,7.143,FALSE,1611096.05,A,151315,-569
120,1,5/18/2012,2012,70.33,3.63,221.742674,7.143,FALSE,1595901.87,A,151315,-562
121,1,5/25/2012,2012,77.22,3.561,221.744944,7.143,FALSE,1555444.55,A,151315,-555
122,1,6/1/2012,2012,77.95,3.501,221.7472139,7.143,FALSE,1624477.58,A,151315,-548
123,1,6/8/2012,2012,78.3,3.452,221.7494839,7.143,FALSE,1697230.96,A,151315,-541
124,1,6/15/2012,2012,79.35,3.393,221.7626421,7.143,FALSE,1630607,A,151315,-534
125,1,6/22/2012,2012,78.39,3.346,221.8030211,7.143,FALSE,1527845.81,A,151315,-527
126,1,6/29/2012,2012,84.88,3.286,221.8434,7.143,FALSE,1540421.49,A,151315,-520
127,1,7/6/2012,2012,81.57,3.227,221.8837789,6.908,FALSE,1769854.16,A,151315,-513
128,1,7/13/2012,2012,77.12,3.256,221.9241579,6.908,FALSE,1527014.04,A,151315,-506
129,1,7/20/2012,2012,80.42,3.311,221.9327267,6.908,FALSE,1497954.76,A,151315,-499
130,1,7/27/2012,2012,82.66,3.407,221.9412954,6.908,FALSE,1439123.71,A,151315,-492
131,1,8/3/2012,2012,86.11,3.417,221.9498642,6.908,FALSE,1631135.79,A,151315,-485
132,1,8/10/2012,2012,85.05,3.494,221.9584329,6.908,FALSE,1592409.97,A,151315,-478
133,1,8/17/2012,2012,84.85,3.571,222.0384109,6.908,FALSE,1597868.05,A,151315,-471
134,1,8/24/2012,2012,77.66,3.62,222.1719457,6.908,FALSE,1494122.38,A,151315,-464
135,1,8/31/2012,2012,80.49,3.638,222.3054805,6.908,FALSE,1582083.4,A,151315,-457
136,1,9/7/2012,2012,83.96,3.73,222.4390153,6.908,TRUE,1661767.33,A,151315,-450
137,1,9/14/2012,2012,74.97,3.717,222.5820193,6.908,FALSE,1517428.87,A,151315,-443
138,1,9/21/2012,2012,69.87,3.721,222.7818386,6.908,FALSE,1506126.06,A,151315,-436
139,1,9/28/2012,2012,76.08,3.666,222.9816579,6.908,FALSE,1437059.26,A,151315,-429
140,1,10/5/2012,2012,68.55,3.617,223.1814772,6.573,FALSE,1670785.97,A,151315,-422
141,1,10/12/2012,2012,62.99,3.601,223.3812965,6.573,FALSE,1573072.81,A,151315,-415
142,1,10/19/2012,2012,67.97,3.594,223.4257233,6.573,FALSE,1508068.77,A,151315,-408
143,1,10/26/2012,2012,69.16,3.506,223.4442513,6.573,FALSE,1493659.74,A,151315,-401
144,1,11/2/2012,2012,55.32,3.386,223.4627793,6.573,FALSE,2136989.46,A,202307,-394
145,1,11/9/2012,2012,61.24,3.314,223.4813073,6.573,FALSE,2137809.5,A,202307,-387
146,1,11/16/2012,2012,52.92,3.252,223.5129105,6.573,FALSE,2124451.54,A,202307,-380
147,1,11/23/2012,2012,56.23,3.211,223.5619474,6.573,TRUE,1865097.27,A,202307,-373
148,1,11/30/2012,2012,52.34,3.207,223.6109842,6.573,FALSE,1991013.13,A,202307,-366
149,1,12/7/2012,2012,64.12,3.198,223.6600211,6.573,FALSE,1990483.78,A,202307,-359
150,1,12/14/2012,2012,48.89,3.168,223.7192767,6.573,FALSE,1946070.88,A,202307,-352
151,1,12/21/2012,2012,56.02,3.098,223.8398455,6.573,FALSE,1750197.81,A,202307,-345
152,1,12/28/2012,2012,44.79,3.108,223.9604143,6.573,TRUE,2066187.72,A,202307,-338
153,1,1/4/2013,2013,41.73,3.161,224.080983,6.525,FALSE,1954689.21,A,202307,-1061
154,1,1/11/2013,2013,50.32,3.243,224.2015518,6.525,FALSE,1874957.94,A,202307,-1054
155,1,1/18/2013,2013,42.92,3.237,224.2358132,6.525,FALSE,1821990.93,A,202307,-1047
156,1,1/25/2013,2013,53.37,3.227,224.2355518,6.525,FALSE,1802450.29,A,202307,-1040
157,1,2/1/2013,2013,56.46,3.244,224.2352903,6.525,FALSE,2042581.71,A,202307,-1033
158,1,2/8/2013,2013,56.67,3.417,224.2350289,6.525,TRUE,1880752.36,A,202307,-1026
159,1,2/15/2013,2013,49.66,3.475,224.2760526,6.525,FALSE,1896937.1,A,202307,-1019
160,1,2/22/2013,2013,50.25,3.597,224.4202895,6.525,FALSE,1957113.89,A,202307,-1012
161,1,3/1/2013,2013,48.01,3.711,224.5645263,6.525,FALSE,2102539.93,A,202307,-1005
162,1,3/8/2013,2013,50.81,3.658,224.7087632,6.525,FALSE,2025538.76,A,202307,-998
163,1,3/15/2013,2013,55.33,3.622,224.8356808,6.525,FALSE,2001636.96,A,202307,-991
164,1,3/22/2013,2013,63.42,3.611,224.9193005,6.525,FALSE,1939927.09,A,202307,-984
165,1,3/29/2013,2013,51,3.606,225.0029202,6.525,FALSE,2003940.64,A,202307,-977
166,1,4/5/2013,2013,58.59,3.583,225.0865399,6.314,FALSE,1880902.62,A,202307,-970
167,1,4/12/2013,2013,62.72,3.529,225.1701596,6.314,FALSE,1845879.79,A,202307,-963
168,1,4/19/2013,2013,67.1,3.451,225.1701596,6.314,FALSE,1781717.71,A,202307,-956
169,1,4/26/2013,2013,59.23,3.417,225.1701596,6.314,FALSE,1804246.16,A,202307,-949
170,1,5/3/2013,2013,66.66,3.386,224.9789,6.307998593,FALSE,1991909.98,A,202307,-942
171,1,5/10/2013,2013,63.9,3.392,224.9956,6.305940415,FALSE,1895601.05,A,202307,-935
172,1,5/17/2013,2013,69.53,3.454,224.916,6.305085466,FALSE,1964335.23,A,202307,-928
173,1,5/24/2013,2013,77.19,3.494,224.8289,6.304230516,FALSE,1863840.49,A,202307,-921
174,1,5/31/2013,2013,78.02,3.466,224.7401,6.303365004,FALSE,1904608.09,A,202307,-914
175,1,6/7/2013,2013,76.44,3.439,224.6602,6.301405497,FALSE,1839128.83,A,202307,-907
176,1,6/14/2013,2013,79.86,3.431,224.5782,6.29944599,FALSE,1793903.6,A,202307,-900
177,1,6/21/2013,2013,81.35,3.479,224.5267,6.297486483,FALSE,1724557.22,A,202307,-893
178,1,6/28/2013,2013,83.94,3.495,224.474,6.391956969,FALSE,1827440.43,A,202307,-886
179,1,7/5/2013,2013,79.85,3.422,224.4201,6.300431871,FALSE,1849921.44,A,202307,-879
180,1,7/12/2013,2013,83.12,3.4,224.3878,6.298468814,FALSE,1794355.49,A,202307,-872
181,1,7/19/2013,2013,79.26,3.556,224.3707,6.296505756,FALSE,1737947.64,A,202307,-865
182,1,7/26/2013,2013,81.54,3.62,224.3526,6.294542699,FALSE,1802755.11,A,202307,-858
183,2,2/5/2010,2010,40.19,2.572,210.7526053,8.324,FALSE,1939061.41,A,202307,371
184,2,2/12/2010,2010,38.49,2.548,210.8979935,8.324,TRUE,1916812.74,A,202307,378
185,2,2/19/2010,2010,39.69,2.514,210.9451605,8.324,FALSE,1956739.17,A,202307,385
186,2,2/26/2010,2010,46.1,2.561,210.9759573,8.324,FALSE,2658725.29,A,202307,392
187,2,3/5/2010,2010,47.17,2.625,211.0067542,8.324,FALSE,2015781.27,A,202307,399
188,2,3/12/2010,2010,57.56,2.667,211.037551,8.324,FALSE,2378726.55,A,202307,406
189,2,3/19/2010,2010,54.52,2.72,210.8733316,8.324,FALSE,2609166.75,A,202307,413
190,2,3/26/2010,2010,51.26,2.732,210.6766095,8.324,FALSE,3436007.68,A,202307,420
191,2,4/2/2010,2010,63.27,2.719,210.4798874,8.2,FALSE,1750434.55,A,202307,427
192,2,4/9/2010,2010,65.41,2.77,210.2831653,8.2,FALSE,1758050.79,A,202307,434
193,2,4/16/2010,2010,68.07,2.808,210.1495463,8.2,FALSE,1744193.58,A,202307,441
194,2,4/23/2010,2010,65.11,2.795,210.1000648,8.2,FALSE,1751384.9,A,202307,448
195,2,4/30/2010,2010,66.98,2.78,210.0505833,8.2,FALSE,1695371.68,A,202307,455
196,2,5/7/2010,2010,71.28,2.835,210.0011018,8.2,FALSE,1929346.23,A,202307,462
197,2,5/14/2010,2010,73.31,2.854,209.9984585,8.2,FALSE,2168041.61,A,202307,469
198,2,5/21/2010,2010,74.83,2.826,210.2768443,8.2,FALSE,2080884.82,A,202307,476
199,2,5/28/2010,2010,81.13,2.759,210.5552301,8.2,FALSE,1833511.08,A,202307,483
200,2,6/4/2010,2010,81.81,2.705,210.833616,8.2,FALSE,1981607.78,A,202307,490
201,2,6/11/2010,2010,83.4,2.668,211.1120018,8.2,FALSE,1879107.31,A,202307,497
202,2,6/18/2010,2010,85.81,2.637,211.1096543,8.2,FALSE,1902557.66,A,202307,504
203,2,6/25/2010,2010,86.26,2.653,210.9950134,8.2,FALSE,1766162.05,A,202307,511
204,2,7/2/2010,2010,82.74,2.669,210.8803726,8.099,FALSE,1800171.36,A,202307,518
205,2,7/9/2010,2010,82.59,2.642,210.7657317,8.099,FALSE,1847552.61,A,202307,525
206,2,7/16/2010,2010,85.32,2.623,210.7577954,8.099,FALSE,1856467.84,A,202307,532
207,2,7/23/2010,2010,87.66,2.608,210.8921319,8.099,FALSE,1886339.6,A,202307,539
208,2,7/30/2010,2010,83.49,2.64,211.0264684,8.099,FALSE,1745545.28,A,202307,546
209,2,8/6/2010,2010,89.53,2.627,211.1608049,8.099,FALSE,1837743.6,A,202307,553
210,2,8/13/2010,2010,89.05,2.692,211.2951413,8.099,FALSE,1838513.07,A,202307,560
211,2,8/20/2010,2010,88.7,2.664,211.2596586,8.099,FALSE,1688281.86,A,202307,567
212,2,8/27/2010,2010,87.12,2.619,211.2241759,8.099,FALSE,1797732.56,A,202307,574
213,2,9/3/2010,2010,81.83,2.577,211.1886931,8.099,FALSE,1933756.21,A,202307,581
214,2,9/10/2010,2010,79.09,2.565,211.1532104,8.099,TRUE,1929153.16,A,202307,588
215,2,9/17/2010,2010,82.05,2.582,211.1806415,8.099,FALSE,1953771.99,A,202307,595
216,2,9/24/2010,2010,81.79,2.624,211.2552578,8.099,FALSE,1790925.8,A,202307,602
217,2,10/1/2010,2010,69.24,2.603,211.3298742,8.163,FALSE,1866243,A,202307,609
218,2,10/8/2010,2010,63.19,2.633,211.4044906,8.163,FALSE,1853161.99,A,202307,616
219,2,10/15/2010,2010,65.8,2.72,211.4713286,8.163,FALSE,1785187.29,A,202307,623
220,2,10/22/2010,2010,68.5,2.725,211.5187208,8.163,FALSE,1743816.41,A,202307,630
221,2,10/29/2010,2010,66.24,2.716,211.5661131,8.163,FALSE,1680693.06,A,202307,637
222,2,11/5/2010,2010,57.85,2.689,211.6135053,8.163,FALSE,1876704.26,A,202307,644
223,2,11/12/2010,2010,59.69,2.728,211.6608975,8.163,FALSE,1812768.26,A,202307,651
224,2,11/19/2010,2010,50.81,2.771,211.5470304,8.163,FALSE,1844094.59,A,202307,658
225,2,11/26/2010,2010,62.98,2.735,211.4062867,8.163,TRUE,1821139.91,A,202307,665
226,2,12/3/2010,2010,49.33,2.708,211.265543,8.163,FALSE,1809119.7,A,202307,672
227,2,12/10/2010,2010,45.5,2.843,211.1247993,8.163,FALSE,1748000.65,A,202307,679
228,2,12/17/2010,2010,47.55,2.869,211.0645458,8.163,FALSE,1691439.52,A,202307,686
229,2,12/24/2010,2010,49.97,2.886,211.0646599,8.163,FALSE,1669299.78,A,202307,693
230,2,12/31/2010,2010,47.3,2.943,211.064774,8.163,TRUE,1650394.44,A,202307,700
231,2,1/7/2011,2011,44.69,2.976,211.0648881,8.028,FALSE,1837553.43,A,202307,34
232,2,1/14/2011,2011,33.02,2.983,211.1176713,8.028,FALSE,1743882.19,A,202307,41
233,2,1/21/2011,2011,41.4,3.016,211.4864691,8.028,FALSE,1834680.25,A,202307,48
234,2,1/28/2011,2011,42.83,3.01,211.8552668,8.028,FALSE,1769296.25,A,202307,55
235,2,2/4/2011,2011,38.25,2.989,212.2240646,8.028,FALSE,1959707.9,A,202307,62
236,2,2/11/2011,2011,33.19,3.022,212.5928624,8.028,TRUE,1920725.15,A,202307,69
237,2,2/18/2011,2011,57.83,3.045,212.9033115,8.028,FALSE,1902762.5,A,202307,76
238,2,2/25/2011,2011,60.8,3.065,213.190421,8.028,FALSE,2614202.3,A,202307,83
239,2,3/4/2011,2011,57.77,3.288,213.4775305,8.028,FALSE,1954952,A,202307,90
240,2,3/11/2011,2011,52.7,3.459,213.7646401,8.028,FALSE,2290549.32,A,202307,97
241,2,3/18/2011,2011,62.32,3.488,214.0156238,8.028,FALSE,2432736.52,A,202307,104
242,2,3/25/2011,2011,69.42,3.473,214.2521573,8.028,FALSE,3224369.8,A,202307,111
243,2,4/1/2011,2011,55.43,3.524,214.4886908,7.931,FALSE,1874226.52,A,202307,118
244,2,4/8/2011,2011,67,3.622,214.7252242,7.931,FALSE,1799520.14,A,202307,125
245,2,4/15/2011,2011,69.48,3.743,214.9420631,7.931,FALSE,1744725.48,A,202307,132
246,2,4/22/2011,2011,69.39,3.807,215.1096657,7.931,FALSE,1711769.11,A,202307,139
247,2,4/29/2011,2011,69.21,3.81,215.2772683,7.931,FALSE,1660906.14,A,202307,146
248,2,5/6/2011,2011,61.48,3.906,215.4448709,7.931,FALSE,1935299.94,A,202307,153
249,2,5/13/2011,2011,74.61,3.899,215.6124735,7.931,FALSE,2103322.68,A,202307,160
250,2,5/20/2011,2011,67.14,3.907,215.3834778,7.931,FALSE,2196688.46,A,202307,167
251,2,5/27/2011,2011,76.42,3.786,215.1544822,7.931,FALSE,1861802.7,A,202307,174
252,2,6/3/2011,2011,83.07,3.699,214.9254865,7.931,FALSE,1952555.66,A,202307,181
253,2,6/10/2011,2011,83.4,3.648,214.6964908,7.931,FALSE,1937628.26,A,202307,188
254,2,6/17/2011,2011,86.53,3.637,214.6513538,7.931,FALSE,1976082.13,A,202307,195
255,2,6/24/2011,2011,85.17,3.594,214.7441108,7.931,FALSE,1790439.16,A,202307,202
256,2,7/1/2011,2011,85.69,3.524,214.8368678,7.852,FALSE,1857480.84,A,202307,209
257,2,7/8/2011,2011,87.7,3.48,214.9296249,7.852,FALSE,2129035.91,A,202307,216
258,2,7/15/2011,2011,89.83,3.575,215.0134426,7.852,FALSE,1935869.1,A,202307,223
259,2,7/22/2011,2011,89.34,3.651,215.0749122,7.852,FALSE,1847344.45,A,202307,230
260,2,7/29/2011,2011,90.07,3.682,215.1363819,7.852,FALSE,1764133.09,A,202307,237
261,2,8/5/2011,2011,93.34,3.684,215.1978515,7.852,FALSE,1923957.09,A,202307,244
262,2,8/12/2011,2011,91.58,3.638,215.2593211,7.852,FALSE,1917520.99,A,202307,251
263,2,8/19/2011,2011,89.86,3.554,215.3229307,7.852,FALSE,2000940.67,A,202307,258
264,2,8/26/2011,2011,90.45,3.523,215.386897,7.852,FALSE,1912791.09,A,202307,265
265,2,9/2/2011,2011,89.64,3.533,215.4508632,7.852,FALSE,1910092.37,A,202307,272
266,2,9/9/2011,2011,77.97,3.546,215.5148295,7.852,TRUE,2010216.49,A,202307,279
267,2,9/16/2011,2011,78.85,3.526,215.6944378,7.852,FALSE,1962924.3,A,202307,286
268,2,9/23/2011,2011,75.58,3.467,216.0282356,7.852,FALSE,1887733.21,A,202307,293
269,2,9/30/2011,2011,78.14,3.355,216.3620333,7.852,FALSE,1881046.12,A,202307,300
270,2,10/7/2011,2011,69.92,3.285,216.6958311,7.441,FALSE,2041507.4,A,202307,307
271,2,10/14/2011,2011,71.67,3.274,217.0048261,7.441,FALSE,1830075.13,A,202307,314
272,2,10/21/2011,2011,64.53,3.353,217.1650042,7.441,FALSE,1819666.46,A,202307,321
273,2,10/28/2011,2011,65.87,3.372,217.3251824,7.441,FALSE,1757923.88,A,202307,328
274,2,11/4/2011,2011,55.53,3.332,217.4853605,7.441,FALSE,1946104.64,A,202307,335
275,2,11/11/2011,2011,59.33,3.297,217.6455387,7.441,FALSE,1866719.96,A,202307,342
